nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel el milenium,,hoteles sin otros servicios integrados,0 a 5 personas,calle,salvador sanchez colin,calle,benito juarez,calle,nardos,calle,benito juarez,,,,,colonia,adolfo lopez mateos,,,,mexico                      ,luvianos,villa luvianos,0045,,,,fijo,2014-12,2480624,721112,36.0,,51440.0,15,123,1,12,18.91747558,-100.30060337
hotel el mirador,,hoteles con otros servicios integrados,0 a 5 personas,carretera,carretera jilotepec ixtlahuaca kilometro 9,otro (especifique),,otro (especifique),,otro (especifique),manzana 800,sn,,,,localidad,la abellana ejido de jilotepec,,,,mexico                      ,jilotepec,ejido de jilotepec,0244,,omarcj24@hotmail.com,,fijo,2016-01,6507385,721111,,,54240.0,15,45,110,2,19.91683365,-99.57101098
hotel el molino,,hoteles sin otros servicios integrados,0 a 5 personas,calle,independencia,calle,20 de noviembre,calle,abasolo,calle,jose maria morelos,,,,,rinconada,chalma,,,,mexico                      ,malinalco,chalma,0094,,,,fijo,2010-07,6266378,721112,127.0,,52440.0,15,52,8,32,18.93011366,-99.43533659
hotel el paraiso,,hoteles sin otros servicios integrados,0 a 5 personas,calle,leona vicario,calle,sebastian lerdo de tejada,,ninguno,calle,hermenegildo galeana,sn,,,,colonia,centro,,,,mexico                      ,san jose del rincon,san jose del rincon centro,0019,,,,fijo,2010-07,6266592,721112,,,50660.0,15,124,1,32,19.66037086,-100.15228849
hotel el penon,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,del penon,avenida,canteros,cerrada,cuarta cerrada del penon,privada,segunda canteros,sn,,,,colonia,xochitenco,,,,mexico                      ,chimalhuacan,chimalhuacan,054a,,,,fijo,2010-07,6348506,721112,,,56330.0,15,31,1,19,19.418822100000003,-98.97514024
hotel el puerto,"grupo debacuera, s.a. de c.v.",hoteles sin otros servicios integrados,0 a 5 personas,avenida,del puerto,calle,manantiales,calle,llano verde,calle,francisco i. madero,sn,,,,colonia,san lorenzo chimalhuacan,,,,mexico                      ,chimalhuacan,chimalhuacan,0569,015551111683,,,fijo,2016-01,6720718,721112,,0.0,56340.0,15,31,1,7,19.41133714,-98.97788896
hotel el rebozo,hotel favai sa de cv,hoteles con otros servicios integrados,11 a 30 personas,continuacion,avandaro,continuacion,vega de las flores,,ninguno,calle,vega del valle,sn,,,,colonia,avandaro,,,,mexico                      ,valle de bravo,valle de bravo,0189,,,,fijo,2010-07,6355802,721111,,,51200.0,15,110,1,2,19.1533584,-100.12948208
hotel el salvador,,hoteles con otros servicios integrados,6 a 10 personas,calle,independencia,boulevard,bicentenario de la independencia,calle,galeana,calle,agustin de iturbide,,,,,barrio,san pedro,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0089,7211430177,hotelelsalvadorixtapan@outlook.es,,fijo,2010-07,6357051,721111,77.0,,51900.0,15,40,1,9,18.84474691,-99.67042532
hotel el sol,,hoteles sin otros servicios integrados,0 a 5 personas,calle,a cuatitlan,calle,jose ramon beteta,,ninguno,,ninguno,sn,,,,barrio,de santiago,,,,mexico                      ,zumpango,zumpango de ocampo,0541,,,,fijo,2010-07,6265572,721112,,,55600.0,15,120,1,22,19.81049735,-99.11145792
hotel elva,,hoteles sin otros servicios integrados,0 a 5 personas,calle,libertad,calle,insurgentes,calle,aldama,calle,ignacio allende,sn,,,,colonia,zacatepec,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0430,,,,fijo,2014-12,2482461,721112,,,51412.0,15,82,1,13,18.89207406,-100.14252421
hotel emmas emporio,hotel emmas emporio,hoteles sin otros servicios integrados,0 a 5 personas,calle,pedro cortes,calle,privada de pedro cortez,calle,el pipila,calle,margaritas,,,,,barrio,santa barbara,,,,mexico                      ,toluca,toluca de lerdo,2110,,,,fijo,2014-12,6266463,721112,210.0,,50050.0,15,106,1,3,19.29695148,-99.65643216
hotel emperador,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,aquiles serdan,carretera,aquiles serdan,calle,reforma,calle,constitucion,,,,,colonia,centro,,,,mexico                      ,temoaya,temoaya,0070,,,,fijo,2010-07,6266711,721112,110.0,,50850.0,15,87,1,2,19.46924121,-99.59363087
hotel emporio,hotel emporio,hoteles con otros servicios integrados,0 a 5 personas,avenida,rancho grande,avenida,los dos arbolitos,calle,el farolito,avenida,bordo de xochiaca,sn,,,,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0473,,,,fijo,2014-12,2255963,721111,,,57000.0,15,58,1,23,19.41654317,-99.00632848
hotel emporio,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,"canteros, quetzalli",avenida,pantli,avenida,del penon,calle,peyotl,sn,,,,barrio,talabarteros,,,,mexico                      ,chimalhuacan,chimalhuacan,054a,,,,fijo,2016-01,6538005,721112,,,56357.0,15,31,1,42,19.42072171,-98.97581231
hotel erandi,,hoteles sin otros servicios integrados,6 a 10 personas,calle,industria minera,,ninguno,,3,avenida,industria automotriz,,,,,colonia,ejidos de san lorenzo tepaltitlan,,,,mexico                      ,toluca,san lorenzo tepaltitlan,4174,,,,fijo,2010-07,6266745,721112,512.0,,50010.0,15,106,75,31,19.3021424,-99.62495566
hotel express,,hoteles sin otros servicios integrados,6 a 10 personas,calle,paseo presidente adolfo lopez mateos,calle,morelos,calle,emiliano zapata,calle,adolfo lopez mateos,,,,,colonia,san luis mextepec,,,,mexico                      ,zinacantepec,san luis mextepec,0789,,,,fijo,2010-07,6355446,721112,400.0,,51355.0,15,118,60,17,19.2942908,-99.72584169
hotel fabela,hotel fabela,hoteles con otros servicios integrados,0 a 5 personas,avenida,isidro fabela norte,privada,velazquez,calle,licenciado isidro fabela sur,calle,ascension,,,,,colonia,centro,,,,mexico                      ,atlacomulco,atlacomulco de fabela,0322,7121220431,hotelfabela@hotmail.com,,fijo,2014-12,6266430,721111,306.0,,50454.0,15,14,1,33,19.79731529,-99.87474622
hotel farah,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,benito juarez,avenida,melchor ocampo,calle,centenario,calle,galeana,,,,,barrio,del convento,,,,mexico                      ,sultepec,sultepec de pedro ascencio de alquisiras,0169,,,,fijo,2010-07,6266662,721112,4.0,,51600.0,15,80,1,16,18.85875294,-99.96506211
hotel fiesta inn,hotel fiesta inn fideicomiso / f1596,hoteles con otros servicios integrados,51 a 100 personas,carretera,carretera mexico queretaro km 32,privada,calzada miguel hidalgo,calle,ninguno,calle,mexico (cuautitlan),sn,,,,colonia,lecheria,,,,mexico                      ,tultitlan,buenavista,1769,5558994512,rhfiper@posadas.com,,fijo,2014-12,2237703,721111,,,54790.0,15,109,3,7,19.60864148,-99.18964314
hotel fiesta inn,operadora de hoteles y moteles de toluca sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,ignacio allende,avenida,jose maria morelos y pavon,avenida,miguel hidalgo,calle,mariano matamoros,,,,,colonia,centro,,,,mexico                      ,toluca,toluca de lerdo,0453,7221678900,fernando.bello@posadas.com,www.fiestainn.com,fijo,2014-12,6266266,721111,124.0,,50000.0,15,106,1,9,19.28905953,-99.65578527
hotel fiesta inn ecatepec,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,calle,ninguno,avenida,central,avenida,ninguno,calle,paseo de las americas,sn,,,,colonia,centro comercial las americas,,las americas,sn,mexico                      ,ecatepec de morelos,ecatepec de morelos,4941,015558360300,,www.fibrahotel.com,fijo,2017-11,6813856,721111,1.0,,55076.0,15,33,1,5,19.58538733,-99.02481722
hotel fiesta inn naucalpan,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,periferico,via gustavo baz,calle,alce blanco,calle,calzada de la naranja,calle,9,,,,,colonia,naucalpan,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,139a,5553879910,,www.fibrahotel.com,fijo,2017-11,6801512,721111,53370.0,,53370.0,15,57,1,2,19.47958403,-99.23117153
hotel fiesta inn tlalnepantla,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,avenida,sor juana ines de la cruz,avenida,francisco villa,calle,dunant,avenida,mariano escobedo,,,,,colonia,tlalnepantla centro,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0393,5557294100,,www.fibrahotel.com,fijo,2010-07,6266576,721111,22.0,,54000.0,15,104,1,5,19.53892343,-99.20036905
hotel fiesta inn toluca aeropuerto,inmobiliaria modelo de jilotepec sa de cv,hoteles con otros servicios integrados,31 a 50 personas,boulevard,miguel aleman,calle,ninos heroes,calle,canaleja,calle,ninos heroes,,,,,colonia,san pedro totoltepec,,,,mexico                      ,toluca,san miguel totoltepec,2483,7222770900,gchfitoa@posadas.com,www.fiestainn.com,fijo,2014-12,2431405,721111,505.0,,50200.0,15,106,112,94,19.34006868,-99.58090559
hotel fiesta inn toluca tollocan,fideicomiso f/1596 ,hoteles con otros servicios integrados,51 a 100 personas,avenida,paseo tollocan,,francisco i. madero,,jose maria morelos y pavon,,jose maria pino suarez,,,,,colonia,santa ana tlapaltitlan,,,,mexico                      ,toluca,santa ana tlapaltitlan,4244,7722761000,,www.fibrahotel.com,fijo,2010-07,6354724,721111,1132.0,,50160.0,15,106,86,2,19.28756472,-99.62422337
hotel finca del sol,,hoteles con otros servicios integrados,0 a 5 personas,calle,calle a huehuetoca,calle,lindavista,cerrada,alvarez,calle,lindavista,,,,,barrio,santa maria caliacac,,,,mexico                      ,teoloyucan,teoloyucan,0069,5939145586,finca_sol25@hotmail.com,,fijo,2010-07,6265596,721111,77.0,,54770.0,15,91,1,1,19.76133698,-99.17874486
hotel finca la concordia,,hoteles con otros servicios integrados,0 a 5 personas,calle,hermenegildo galeana,calle,independencia,otro (especifique),ninguno,calle,independencia,sn,,,sn,colonia,centro,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0110,7242673388,lola4357@gmail.com,www.fconcordia.com,fijo,2010-07,2525825,721111,,,51400.0,15,82,1,44,18.90530026,-100.15446505
hotel finca san fernando,,hoteles sin otros servicios integrados,0 a 5 personas,,ninguno,,isidro fabela,calle,quinta acapulco,calle,isidro fabela,sn,,,,barrio,el plan villa del carbon,,,,mexico                      ,villa del carbon,villa del carbon,0179,,,,fijo,2010-07,6355308,721112,,,54307.0,15,112,1,20,19.71857694,-99.45774728
hotel florencia,inmobiliaria san clodio sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,paseo tollocan,calle,san pedro,privada,ninguno,calle,independencia,,,,,colonia,san pedro totoltepec,,,,mexico                      ,san mateo atenco,san mateo atenco,0414,7222112131,hotelflorenciatoluca@hotmail.com,,fijo,2014-12,6355679,721111,1431.0,,50100.0,15,76,1,32,19.28705616,-99.56107067
hotel florida,hotelera las flores sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,cuarta avenida (rayito de sol),avenida,monedita de oro,calle,las coronelas,avenida,doctor gustavo baz,,,,,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0524,,,,fijo,2010-07,6265415,721112,82.0,,57000.0,15,58,1,30,19.41100793,-99.01074312
hotel francia,,hoteles sin otros servicios integrados,0 a 5 personas,calle,guadalupe victoria sur,calle,cuauhtemoc oriente,calle,benito juarez,calle,iturbide norte,,,,,barrio,capilla de jesus,,,313,mexico                      ,tenancingo,tenancingo de degollado,0063,,,,fijo,2010-07,6355791,721112,313.0,,52400.0,15,88,1,37,18.95805125,-99.5912098
hotel gabana,,hoteles con otros servicios integrados,0 a 5 personas,avenida,cuauhtemoc,avenida,chimalpain,calle,sur 23,calle,poniente 11-a,,,,,colonia,san miguel xico i seccion,,,,mexico                      ,valle de chalco solidaridad,xico,1065,5585550243,,,fijo,2010-07,6347296,721111,13.0,,56613.0,15,122,1,2,19.26257262,-98.95455368
hotel galeana,,hoteles sin otros servicios integrados,0 a 5 personas,calle,hermenegildo galeana,calle,nicolas bravo,calle,josefa ortiz de dominguez,calle,16 de septiembre,,,,,colonia,centro,,,,mexico                      ,tianguistenco,santiago tianguistenco de galeana,0141,,,,fijo,2010-07,6355684,721112,203.0,,52600.0,15,101,1,4,19.18071383,-99.46918574
hotel gallo,,hoteles con otros servicios integrados,6 a 10 personas,calle,gallo colorado,avenida,cuarta avenida,avenida,doctor gustavo baz,calle,faisan,,,,,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0454,,,,fijo,2010-07,6265441,721111,290.0,,57000.0,15,58,1,18,19.41532935,-99.01526035
hotel garden plaza,inmobiliaria rodeiro sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,mexico-texcoco,calle,ninguno,carretera,mexico piramides,carretera,mexico piramides,,,,,colonia,santa maria chiconautla,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,4617,015526298653,facturacion@hotelgadenplaza,,fijo,2010-07,6265760,721111,12.0,,55066.0,15,33,1,44,19.61514167,-99.01957532
hotel ge,hoteleros del valle sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,rosales,avenida,vega del llano,avenida,del carmen,,ninguno,sn,,,,hacienda,avandaro,,,,mexico                      ,valle de bravo,valle de bravo,0206,,,,fijo,2010-07,6266416,721112,,,51200.0,15,110,1,14,19.16110359,-100.12276131
hotel gemelos,,hoteles sin otros servicios integrados,0 a 5 personas,calle,silvano sanchez lovera,,ninguno,,ninguno,calle,nanche,sn,,,,rinconada,bejucos,,,,mexico                      ,tejupilco,bejucos,0411,,,,fijo,2010-07,6355314,721112,,,51430.0,15,82,22,28,18.77997264,-100.42378463
hotel giovanny,,hoteles sin otros servicios integrados,0 a 5 personas,,ixtapan de la sal-tonatico,,entrada a servicios administrativos,calle,terminal de autobuses,,ninguno,kilometro 3,,,,rinconada,salitre,,,,mexico                      ,ixtapan de la sal,el salitre,006a,,,,fijo,2014-12,6266398,721112,,,51950.0,15,40,13,21,18.82216,-99.66878
hotel girasol,,hoteles sin otros servicios integrados,0 a 5 personas,calle,benito juarez,calle,del libramiento,calle,ignacio allende,calle,alfredo del mazo,sn,,,,colonia,jaltepec,,,,mexico                      ,almoloya de alquisiras,almoloya de alquisiras,0044,,,,fijo,2010-07,6266661,721112,,,51860.0,15,4,1,68,18.86695715,-99.8918009
hotel goza pacific,,hoteles con otros servicios integrados,0 a 5 personas,calle,cama de piedra,calle,la mariquita,calle,rosita alvirez,avenida,chimalhuacan,,,,sn,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,083a,5511084423,iosdeapple@gmail.com,,fijo,2014-12,6265783,721111,188.0,,57000.0,15,58,1,6,19.39857253,-99.00472037
hotel gran via,inmobiliaria sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,via jose lopez portillo,carretera,tecnicos,calle,geranios,avenida,morelos,,,,,colonia,san francisco chilpan,,,,mexico                      ,tultitlan,buenavista,1720,,,,fijo,2010-07,6346788,721111,88.0,,54940.0,15,109,3,61,19.62045421,-99.16882271
hotel granada inn,hotel granada inn sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,via jose maria morelos,calle,de las flores,privada,morelos,privada,bugambilia,,,,,colonia,hogares mexicanos,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0101,,,,fijo,2010-07,6346757,721112,56.0,,55040.0,15,33,1,44,19.59809294,-99.03617626
hotel grupo deno,,hoteles sin otros servicios integrados,0 a 5 personas,calle,tenango-tenancingo,,ninguno,,comonfort oriente,,adolfo lopez mateos sur,,,,,rinconada,san bartolome atlatlahuca,,,,mexico                      ,tenango del valle,san bartolome atlatlahuca,0324,,,,fijo,2010-07,6266538,721112,,,52320.0,15,90,6,5,19.06381304,-99.60313451
hotel hacienda,,hoteles sin otros servicios integrados,0 a 5 personas,calle,nezahualcoyotl oriente,,ninguno,calle,paseo de los insurgentes,calle,matamoros norte,,,,,colonia,centro,,,,mexico                      ,tenancingo,tenancingo de degollado,0114,,,,fijo,2010-07,6266632,721112,701.0,,52400.0,15,88,1,7,18.96560406,-99.58683326
hotel hacienda del angel,,hoteles sin otros servicios integrados,6 a 10 personas,calle,jocotitlan,,ninguno,,ninguno,,ninguno,,,,,barrio,barrio de san joaquin la cabecera,,,,mexico                      ,ixtlahuaca,barrio san joaquin la cabecera,0172,,,,fijo,2010-07,6266423,721112,,,50783.0,15,42,23,5,19.54756385,-99.75081996
hotel hazel,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,adolfo lopez mateos (av. r-1),avenida,nezahualcoyotl,avenida,carril 2 oaxaca,calle,sonora,1,,,,colonia,ejidos de santa maria tulpetlac,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,3229,,,,fijo,2014-12,2306303,721112,1.0,,55400.0,15,33,1,48,19.56263183,-99.02060007
hotel hidalgo,,hoteles sin otros servicios integrados,6 a 10 personas,,ninguno,,miguel hidalgo,,ninguno,calle,riva palacio,sn,,,,colonia,centro,,,,mexico                      ,aculco,aculco de espinoza,0117,,,,fijo,2010-07,6266514,721112,,,50360.0,15,3,1,51,20.09909587,-99.82844593
hotel hidalgo,operadora hotelera puma sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,miguel hidalgo,avenida,josefa ortiz de dominguez,calle,leona vicario,calle,primero de mayo,,,,,colonia,san sebastian,,,,mexico                      ,toluca,toluca de lerdo,0398,,,,fijo,2011-03,6355798,721112,615.0,,50090.0,15,106,1,16,19.29005418,-99.64622579
hotel hito jardin,,hoteles sin otros servicios integrados,11 a 30 personas,avenida,alfredo del mazo,avenida,de la independencia,calle,profesor gonzalez ortega,calle,maria curie,,,,,colonia,san juan buenavista,,,,mexico                      ,toluca,toluca de lerdo,0415,,,,fijo,2010-07,6356076,721112,303.0,,50070.0,15,106,1,31,19.29485236,-99.628029
hotel holiday inn express hotel & suites toluca zona aeropuerto,deutsche bank mexico sa ibm,hoteles con otros servicios integrados,31 a 50 personas,avenida,miguel aleman,,,,,,,,,,,parque industrial,lerma toluca,,,,mexico                      ,toluca,toluca de lerdo,0472,017222655100,,,fijo,2019-04,6876759,721111,55.0,,52000.0,15,106,1,3,19.2914017,-99.55671214
